Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
182,161456.4,0,75978.61,0,186611.9,0
183,146716.7,0,79431.75,0,186611.9,0
184,186611.8,0,82323.75,0,186611.9,0
185,151456.6,0,61927.75,0,186611.9,0
186,146508.7,0,89880.61,0,186611.9,0
187,186611.8,0,83410.71,0,186611.9,0
188,186611.8,0,73494.32,0,186611.9,0
189,146508.7,0,69179.91,0,186611.9,0
190,151455.8,0,78527.42,0,186611.9,0
191,186611.8,0,70856.47,0,186611.9,0
192,186611.2,0,84284.41,0,186611.9,0
193,146665.8,0,71281.84,0,186611.9,0
194,146508.8,0,71677.93,0,186611.9,0
195,146508.8,0,69641.41,0,186611.9,0
196,186611.8,0,87256.48,0,186611.9,0
197,146666.6,0,64812.34,0,186611.9,0
198,146508.7,0,84275.2,0,186611.9,0
199,156771.4,0,75801.02,0,186611.9,0
200,186611.7,0,66069.89,0,186611.9,0
201,156456.6,0,77092.98,0,186611.9,0
202,146508.8,0,61018.43,0,186611.9,0
203,176612.2,0,82036.11,0,186611.9,0
204,186611.8,0,76393.59,0,186611.9,0
205,146666.7,0,82104.2,0,186611.9,0
206,156456.1,0,88802.82,0,186611.9,0
207,186611.8,0,88187.25,0,186611.9,0
208,186611.8,0,77481.66,0,186611.9,0
209,151509.2,0,73281.68,0,186611.9,0
210,146508.8,0,68282.79,0,186611.9,0
211,186612,0,69834.35,0,186612,0
212,186611.8,0,71962.16,0,186612,0
213,146508.7,0,73237.47,0,186612,0
214,146508.7,0,72125.38,0,186612,0
215,146508.9,0,74623.45,0,186612,0
216,186611.8,0,95616.91,0,186612,0
217,146508.7,0,68649.75,0,186612,0
218,146508.8,0,72744.84,0,186612,0
219,146508.6,0,68055.89,0,186612,0
220,186611.7,0,80254.44,0,186612,0
221,146508.7,0,80104.31,0,186612,0
222,146508.8,0,66785.27,0,186612,0
223,156454.8,0,68361.55,0,186612,0
224,186611.2,0,85713.53,0,186612,0
225,151509.7,0,74223.87,0,186612,0
226,146508.8,0,79670.45,0,186612,0
227,186611.7,0,83517.45,0,186612,0
228,186611.8,0,73374.75,0,186612,0
229,146508.7,0,73404.83,0,186612,0
230,156456.5,0,90680.16,0,186612,0
231,186611.8,0,83952.65,0,186612,0
232,186611.8,0,72004.62,0,186612,0
233,151455.9,0,74906.02,0,186612,0
234,146508.8,0,70975.25,0,186612,0
235,146506.5,0,70901.53,0,186612,0
236,186611.8,0,76751.96,0,186612,0
237,146508.7,0,62762.89,0,186612,0
238,156524.3,0,77371.97,0,186612,0
239,146667.4,0,78675.38,0,186612,0
240,186611.7,0,88654.75,0,186612,0
241,146508.7,0,87218.52,0,186612,0
242,156457.6,0,64479.79,0,186612,0
243,166611.6,0,87268.16,0,186612,0
244,186611.8,0,70834.15,0,186612,0
245,146455.8,0,76361.96,0,186612,0
246,146508.8,0,65887.86,0,186612,0
247,186611.7,0,73969.21,0,186612,0
248,186611.8,0,71624.96,0,186612,0
249,146508.7,0,77018.75,0,186612,0
250,146508.9,0,76888.28,0,186612,0
251,186611.8,0,82443.2,0,186612,0
252,186611.8,0,69580.25,0,186612,0
253,146666.5,0,71915.56,0,186612,0
254,146667.8,0,87295.88,0,186612,0
255,176612.6,0,90127.67,0,186612,0
256,186611.8,0,83767.37,0,186612,0
257,151404.7,0,82806.16,0,186612,0
258,156457,0,73764.66,0,186612,0
259,146508.7,0,64789.79,0,186612,0
260,176612.3,0,66947.57,0,186612,0
261,146508.7,0,70084.55,0,186612,0
262,146508.7,0,61516.71,0,186612,0
263,176612.9,0,66559.58,0,186612,0
264,186611.8,0,90414.3,0,186612,0
265,146666.7,0,78428.75,0,186612,0
266,151668.1,0,91073.54,0,186612,0
267,186611.8,0,87241.3,0,186612,0
268,186611.8,0,77416.39,0,186612,0
269,146455.7,0,63646.89,0,186612,0
270,146667,0,71923.77,0,186612,0
271,186611.8,0,84398.02,0,186612,0
272,186611.9,0,80529.16,0,186612,0
273,146508.7,0,80614.32,0,186612,0
274,151456.8,0,78438.84,0,186612,0
275,146508.8,0,56726.07,0,186612,0
276,186611.8,0,68344.61,0,186612,0
277,156455.8,0,76438.35,0,186612,0
278,146508.7,0,63080.55,0,186612,0
279,151771.4,0,78219.55,0,186612,0
280,186611.7,0,84206.6,0,186612,0
281,146667.7,0,68419.3,0,186612,0
282,156510,0,83772.09,0,186612,0
283,151771.9,0,74882.82,0,186612,0
284,186611.9,0,72098.73,0,186612,0
285,156464.9,0,85297.52,0,186612,0
286,146508.8,0,77355.39,0,186612,0
287,186611.8,0,70870.44,0,186612,0
288,186611.8,0,72792.37,0,186612,0
289,146508.7,0,72494.25,0,186612,0
290,146508.8,0,70519.63,0,186612,0
291,186611.8,0,76100.68,0,186612,0
292,186611.7,0,77860.02,0,186612,0
293,146508.7,0,68702.62,0,186612,0
294,146508.8,0,74049.07,0,186612,0
295,146719.7,0,77107.48,0,186612,0
296,186611.7,0,83633.41,0,186612,0
297,146666.3,0,72255.19,0,186612,0
298,146667.4,0,90989.66,0,186612,0
299,156769.3,0,79664.24,0,186612,0
300,156769.3,0,79664.24,0,186612,0

